event_id,user_id,event_name,ts,session_id,properties
evt_000967,user_0220,signup_completed,2026-05-03T14:03:00Z,s_0220_01,{}
evt_000968,user_0220,session_abandoned,2026-05-03T14:05:00Z,s_0220_01,{}
evt_000357,user_0081,signup_started,2026-05-03T18:00:00Z,s_0081_01,{}
evt_000533,user_0127,signup_started,2026-05-03T18:00:00Z,s_0127_01,{}
evt_000534,user_0127,signup_completed,2026-05-03T18:01:00Z,s_0127_01,{}
evt_000358,user_0081,signup_completed,2026-05-03T18:05:00Z,s_0081_01,{}
evt_000359,user_0081,session_abandoned,2026-05-03T18:07:00Z,s_0081_01,{}
evt_000535,user_0127,onboarding_step_viewed,2026-05-03T18:08:00Z,s_0127_01,"{""step"":1}"
evt_000536,user_0127,feature_used,2026-05-03T18:29:00Z,s_0127_01,"{""feature"":""board""}"
evt_000537,user_0127,activation_completed,2026-05-03T18:48:00Z,s_0127_01,{}
evt_000338,user_0078,signup_started,2026-05-04T09:00:00Z,s_0078_01,{}
evt_000339,user_0078,signup_completed,2026-05-04T09:02:00Z,s_0078_01,{}
evt_000340,user_0078,onboarding_step_viewed,2026-05-04T09:14:00Z,s_0078_01,"{""step"":1}"
evt_000341,user_0078,error_shown,2026-05-04T09:15:00Z,s_0078_01,"{""code"":""onboarding_timeout""}"
evt_000342,user_0078,feature_used,2026-05-04T09:35:00Z,s_0078_01,"{""feature"":""board""}"
evt_000470,user_0111,signup_started,2026-05-04T11:00:00Z,s_0111_01,{}
evt_000471,user_0111,signup_completed,2026-05-04T11:06:00Z,s_0111_01,{}
evt_000472,user_0111,onboarding_step_viewed,2026-05-04T11:19:00Z,s_0111_01,"{""step"":1}"
evt_000473,user_0111,session_abandoned,2026-05-04T11:22:00Z,s_0111_01,{}
evt_000189,user_0045,signup_started,2026-05-04T12:00:00Z,s_0045_01,{}
evt_000716,user_0164,signup_started,2026-05-04T12:00:00Z,s_0164_01,{}
evt_000717,user_0164,signup_completed,2026-05-04T12:03:00Z,s_0164_01,{}
evt_000190,user_0045,signup_completed,2026-05-04T12:05:00Z,s_0045_01,{}
evt_000718,user_0164,onboarding_step_viewed,2026-05-04T12:13:00Z,s_0164_01,"{""step"":1}"
evt_000719,user_0164,error_shown,2026-05-04T12:14:00Z,s_0164_01,"{""code"":""onboarding_timeout""}"
evt_000191,user_0045,onboarding_step_viewed,2026-05-04T12:16:00Z,s_0045_01,"{""step"":1}"
evt_000192,user_0045,session_abandoned,2026-05-04T12:19:00Z,s_0045_01,{}
evt_000720,user_0164,feature_used,2026-05-04T12:23:00Z,s_0164_01,"{""feature"":""board""}"
evt_000895,user_0202,signup_started,2026-05-04T14:00:00Z,s_0202_01,{}
evt_000896,user_0202,signup_completed,2026-05-04T14:01:00Z,s_0202_01,{}
evt_000897,user_0202,onboarding_step_viewed,2026-05-04T14:07:00Z,s_0202_01,"{""step"":1}"
evt_000898,user_0202,session_abandoned,2026-05-04T14:10:00Z,s_0202_01,{}
evt_000367,user_0084,signup_started,2026-05-04T15:00:00Z,s_0084_01,{}
evt_000368,user_0084,signup_completed,2026-05-04T15:07:00Z,s_0084_01,{}
evt_000369,user_0084,session_abandoned,2026-05-04T15:09:00Z,s_0084_01,{}
evt_000566,user_0132,signup_started,2026-05-04T18:00:00Z,s_0132_01,{}
evt_000567,user_0132,signup_completed,2026-05-04T18:04:00Z,s_0132_01,{}
evt_000568,user_0132,onboarding_step_viewed,2026-05-04T18:09:00Z,s_0132_01,"{""step"":1}"
evt_000569,user_0132,session_abandoned,2026-05-04T18:12:00Z,s_0132_01,{}
evt_000349,user_0080,signup_started,2026-05-04T20:00:00Z,s_0080_01,{}
evt_000770,user_0176,signup_started,2026-05-04T20:00:00Z,s_0176_01,{}
evt_000350,user_0080,signup_completed,2026-05-04T20:04:00Z,s_0080_01,{}
evt_000351,user_0080,onboarding_step_viewed,2026-05-04T20:07:00Z,s_0080_01,"{""step"":1}"
evt_000771,user_0176,signup_completed,2026-05-04T20:07:00Z,s_0176_01,{}
evt_000352,user_0080,error_shown,2026-05-04T20:08:00Z,s_0080_01,"{""code"":""onboarding_timeout""}"
evt_000353,user_0080,feature_used,2026-05-04T20:12:00Z,s_0080_01,"{""feature"":""board""}"
evt_000772,user_0176,onboarding_step_viewed,2026-05-04T20:15:00Z,s_0176_01,"{""step"":1}"
evt_000354,user_0080,activation_completed,2026-05-04T20:27:00Z,s_0080_01,{}
evt_000773,user_0176,feature_used,2026-05-04T20:40:00Z,s_0176_01,"{""feature"":""board""}"
evt_000774,user_0176,activation_completed,2026-05-04T20:58:00Z,s_0176_01,{}
evt_000217,user_0052,signup_started,2026-05-05T08:00:00Z,s_0052_01,{}
evt_000218,user_0052,signup_completed,2026-05-05T08:08:00Z,s_0052_01,{}
evt_000219,user_0052,onboarding_step_viewed,2026-05-05T08:22:00Z,s_0052_01,"{""step"":1}"
evt_000220,user_0052,error_shown,2026-05-05T08:23:00Z,s_0052_01,"{""code"":""onboarding_timeout""}"
evt_000221,user_0052,feature_used,2026-05-05T08:45:00Z,s_0052_01,"{""feature"":""board""}"
evt_000437,user_0102,signup_started,2026-05-05T09:00:00Z,s_0102_01,{}
evt_000438,user_0102,signup_completed,2026-05-05T09:05:00Z,s_0102_01,{}
evt_000439,user_0102,onboarding_step_viewed,2026-05-05T09:18:00Z,s_0102_01,"{""step"":1}"
evt_000440,user_0102,feature_used,2026-05-05T09:31:00Z,s_0102_01,"{""feature"":""board""}"
evt_000880,user_0199,signup_started,2026-05-05T11:00:00Z,s_0199_01,{}
evt_000881,user_0199,signup_completed,2026-05-05T11:07:00Z,s_0199_01,{}
evt_000882,user_0199,onboarding_step_viewed,2026-05-05T11:09:00Z,s_0199_01,"{""step"":1}"
evt_000883,user_0199,error_shown,2026-05-05T11:10:00Z,s_0199_01,"{""code"":""onboarding_timeout""}"
evt_000884,user_0199,session_abandoned,2026-05-05T11:12:00Z,s_0199_01,{}
evt_000697,user_0159,signup_started,2026-05-05T17:00:00Z,s_0159_01,{}
evt_000698,user_0159,signup_completed,2026-05-05T17:03:00Z,s_0159_01,{}
evt_000699,user_0159,onboarding_step_viewed,2026-05-05T17:16:00Z,s_0159_01,"{""step"":1}"
evt_000700,user_0159,session_abandoned,2026-05-05T17:19:00Z,s_0159_01,{}
evt_000051,user_0013,signup_started,2026-05-05T18:00:00Z,s_0013_01,{}
evt_000836,user_0191,signup_started,2026-05-05T18:00:00Z,s_0191_01,{}
evt_000837,user_0191,signup_completed,2026-05-05T18:02:00Z,s_0191_01,{}
evt_000838,user_0191,onboarding_step_viewed,2026-05-05T18:06:00Z,s_0191_01,"{""step"":1}"
evt_000052,user_0013,signup_completed,2026-05-05T18:07:00Z,s_0013_01,{}
evt_000839,user_0191,feature_used,2026-05-05T18:14:00Z,s_0191_01,"{""feature"":""board""}"
evt_000053,user_0013,onboarding_step_viewed,2026-05-05T18:15:00Z,s_0013_01,"{""step"":1}"
evt_000054,user_0013,session_abandoned,2026-05-05T18:18:00Z,s_0013_01,{}
evt_000244,user_0057,signup_started,2026-05-05T19:00:00Z,s_0057_01,{}
evt_000245,user_0057,signup_completed,2026-05-05T19:07:00Z,s_0057_01,{}
evt_000246,user_0057,onboarding_step_viewed,2026-05-05T19:17:00Z,s_0057_01,"{""step"":1}"
evt_000247,user_0057,feature_used,2026-05-05T19:33:00Z,s_0057_01,"{""feature"":""board""}"
evt_000248,user_0057,activation_completed,2026-05-05T19:53:00Z,s_0057_01,{}
evt_000501,user_0120,signup_started,2026-05-05T20:00:00Z,s_0120_01,{}
evt_000502,user_0120,session_abandoned,2026-05-05T20:04:00Z,s_0120_01,{}
evt_000462,user_0108,signup_started,2026-05-06T09:00:00Z,s_0108_01,{}
evt_000463,user_0108,signup_completed,2026-05-06T09:06:00Z,s_0108_01,{}
evt_000464,user_0108,session_abandoned,2026-05-06T09:08:00Z,s_0108_01,{}
evt_000598,user_0140,signup_started,2026-05-06T10:00:00Z,s_0140_01,{}
evt_000599,user_0140,signup_completed,2026-05-06T10:07:00Z,s_0140_01,{}
evt_000600,user_0140,onboarding_step_viewed,2026-05-06T10:20:00Z,s_0140_01,"{""step"":1}"
evt_000601,user_0140,feature_used,2026-05-06T10:39:00Z,s_0140_01,"{""feature"":""board""}"
evt_000602,user_0140,activation_completed,2026-05-06T10:54:00Z,s_0140_01,{}
evt_000081,user_0021,signup_started,2026-05-06T12:00:00Z,s_0021_01,{}
evt_000082,user_0021,signup_completed,2026-05-06T12:07:00Z,s_0021_01,{}
evt_000083,user_0021,session_abandoned,2026-05-06T12:09:00Z,s_0021_01,{}
evt_000031,user_0009,signup_started,2026-05-06T16:00:00Z,s_0009_01,{}
evt_000032,user_0009,signup_completed,2026-05-06T16:03:00Z,s_0009_01,{}
evt_000033,user_0009,onboarding_step_viewed,2026-05-06T16:09:00Z,s_0009_01,"{""step"":1}"
evt_000034,user_0009,feature_used,2026-05-06T16:29:00Z,s_0009_01,"{""feature"":""board""}"
evt_000035,user_0009,activation_completed,2026-05-06T16:41:00Z,s_0009_01,{}
evt_000380,user_0087,signup_started,2026-05-06T17:00:00Z,s_0087_01,{}
evt_000381,user_0087,signup_completed,2026-05-06T17:08:00Z,s_0087_01,{}
evt_000382,user_0087,session_abandoned,2026-05-06T17:10:00Z,s_0087_01,{}
evt_000013,user_0004,signup_started,2026-05-06T19:00:00Z,s_0004_01,{}
evt_000701,user_0160,signup_started,2026-05-06T19:00:00Z,s_0160_01,{}
evt_000014,user_0004,signup_completed,2026-05-06T19:05:00Z,s_0004_01,{}
evt_000702,user_0160,signup_completed,2026-05-06T19:07:00Z,s_0160_01,{}
evt_000015,user_0004,onboarding_step_viewed,2026-05-06T19:19:00Z,s_0004_01,"{""step"":1}"
evt_000703,user_0160,onboarding_step_viewed,2026-05-06T19:20:00Z,s_0160_01,"{""step"":1}"
evt_000016,user_0004,feature_used,2026-05-06T19:25:00Z,s_0004_01,"{""feature"":""board""}"
evt_000704,user_0160,feature_used,2026-05-06T19:32:00Z,s_0160_01,"{""feature"":""board""}"
evt_000017,user_0004,activation_completed,2026-05-06T19:38:00Z,s_0004_01,{}
evt_000642,user_0146,signup_started,2026-05-06T20:00:00Z,s_0146_01,{}
evt_000755,user_0173,signup_started,2026-05-06T20:00:00Z,s_0173_01,{}
evt_000643,user_0146,signup_completed,2026-05-06T20:08:00Z,s_0146_01,{}
evt_000756,user_0173,signup_completed,2026-05-06T20:08:00Z,s_0173_01,{}
evt_000644,user_0146,onboarding_step_viewed,2026-05-06T20:22:00Z,s_0146_01,"{""step"":1}"
evt_000757,user_0173,onboarding_step_viewed,2026-05-06T20:22:00Z,s_0173_01,"{""step"":1}"
evt_000758,user_0173,error_shown,2026-05-06T20:23:00Z,s_0173_01,"{""code"":""onboarding_timeout""}"
evt_000645,user_0146,session_abandoned,2026-05-06T20:25:00Z,s_0146_01,{}
evt_000759,user_0173,session_abandoned,2026-05-06T20:25:00Z,s_0173_01,{}
evt_000162,user_0037,return_visit,2026-05-07T01:00:00Z,s_0037_02,{}
evt_000163,user_0037,feature_used,2026-05-07T01:05:00Z,s_0037_02,"{""feature"":""board""}"
evt_000510,user_0122,return_visit,2026-05-07T04:00:00Z,s_0122_02,{}
evt_000511,user_0122,billing_viewed,2026-05-07T04:18:00Z,s_0122_02,{}
evt_000094,user_0023,return_visit,2026-05-07T06:00:00Z,s_0023_02,{}
evt_000322,user_0074,signup_started,2026-05-07T11:00:00Z,s_0074_01,{}
evt_000933,user_0212,signup_started,2026-05-07T11:00:00Z,s_0212_01,{}
evt_000934,user_0212,session_abandoned,2026-05-07T11:03:00Z,s_0212_01,{}
evt_000323,user_0074,signup_completed,2026-05-07T11:05:00Z,s_0074_01,{}
evt_000324,user_0074,onboarding_step_viewed,2026-05-07T11:19:00Z,s_0074_01,"{""step"":1}"
evt_000325,user_0074,feature_used,2026-05-07T11:25:00Z,s_0074_01,"{""feature"":""board""}"
evt_000397,user_0091,signup_started,2026-05-07T12:00:00Z,s_0091_01,{}
evt_000398,user_0091,signup_completed,2026-05-07T12:05:00Z,s_0091_01,{}
evt_000399,user_0091,onboarding_step_viewed,2026-05-07T12:18:00Z,s_0091_01,"{""step"":1}"
evt_000400,user_0091,feature_used,2026-05-07T12:41:00Z,s_0091_01,"{""feature"":""board""}"
evt_000708,user_0162,signup_started,2026-05-07T13:00:00Z,s_0162_01,{}
evt_000709,user_0162,signup_completed,2026-05-07T13:08:00Z,s_0162_01,{}
evt_000710,user_0162,onboarding_step_viewed,2026-05-07T13:14:00Z,s_0162_01,"{""step"":1}"
evt_000711,user_0162,feature_used,2026-05-07T13:30:00Z,s_0162_01,"{""feature"":""board""}"
evt_000112,user_0027,signup_started,2026-05-07T14:00:00Z,s_0027_01,{}
evt_000113,user_0027,session_abandoned,2026-05-07T14:02:00Z,s_0027_01,{}
evt_000278,user_0065,signup_started,2026-05-07T15:00:00Z,s_0065_01,{}
evt_000279,user_0065,signup_completed,2026-05-07T15:06:00Z,s_0065_01,{}
evt_000280,user_0065,onboarding_step_viewed,2026-05-07T15:17:00Z,s_0065_01,"{""step"":1}"
evt_000281,user_0065,session_abandoned,2026-05-07T15:20:00Z,s_0065_01,{}
evt_000095,user_0024,signup_started,2026-05-07T16:00:00Z,s_0024_01,{}
evt_000096,user_0024,signup_completed,2026-05-07T16:08:00Z,s_0024_01,{}
evt_000097,user_0024,onboarding_step_viewed,2026-05-07T16:17:00Z,s_0024_01,"{""step"":1}"
evt_000098,user_0024,feature_used,2026-05-07T16:23:00Z,s_0024_01,"{""feature"":""board""}"
evt_000167,user_0039,signup_started,2026-05-07T18:00:00Z,s_0039_01,{}
evt_000834,user_0190,signup_started,2026-05-07T18:00:00Z,s_0190_01,{}
evt_000168,user_0039,signup_completed,2026-05-07T18:02:00Z,s_0039_01,{}
evt_000835,user_0190,session_abandoned,2026-05-07T18:03:00Z,s_0190_01,{}
evt_000169,user_0039,onboarding_step_viewed,2026-05-07T18:12:00Z,s_0039_01,"{""step"":1}"
evt_000170,user_0039,feature_used,2026-05-07T18:34:00Z,s_0039_01,"{""feature"":""board""}"
evt_000036,user_0010,signup_started,2026-05-08T08:00:00Z,s_0010_01,{}
evt_000037,user_0010,signup_completed,2026-05-08T08:07:00Z,s_0010_01,{}
evt_000038,user_0010,onboarding_step_viewed,2026-05-08T08:12:00Z,s_0010_01,"{""step"":1}"
evt_000039,user_0010,feature_used,2026-05-08T08:37:00Z,s_0010_01,"{""feature"":""board""}"
evt_000040,user_0010,activation_completed,2026-05-08T08:54:00Z,s_0010_01,{}
evt_000171,user_0040,signup_started,2026-05-08T10:00:00Z,s_0040_01,{}
evt_000172,user_0040,session_abandoned,2026-05-08T10:02:00Z,s_0040_01,{}
evt_000104,user_0026,signup_started,2026-05-08T11:00:00Z,s_0026_01,{}
evt_000775,user_0176,return_visit,2026-05-08T11:00:00Z,s_0176_02,{}
evt_000776,user_0176,feature_used,2026-05-08T11:05:00Z,s_0176_02,"{""feature"":""board""}"
evt_000105,user_0026,signup_completed,2026-05-08T11:08:00Z,s_0026_01,{}
evt_000106,user_0026,onboarding_step_viewed,2026-05-08T11:12:00Z,s_0026_01,"{""step"":1}"
evt_000107,user_0026,feature_used,2026-05-08T11:17:00Z,s_0026_01,"{""feature"":""board""}"
evt_000108,user_0026,activation_completed,2026-05-08T11:36:00Z,s_0026_01,{}
evt_000737,user_0169,signup_started,2026-05-08T14:00:00Z,s_0169_01,{}
evt_000738,user_0169,signup_completed,2026-05-08T14:08:00Z,s_0169_01,{}
evt_000739,user_0169,onboarding_step_viewed,2026-05-08T14:23:00Z,s_0169_01,"{""step"":1}"
evt_000740,user_0169,feature_used,2026-05-08T14:26:00Z,s_0169_01,"{""feature"":""board""}"
evt_000705,user_0161,signup_started,2026-05-08T16:00:00Z,s_0161_01,{}
evt_000706,user_0161,signup_completed,2026-05-08T16:08:00Z,s_0161_01,{}
evt_000707,user_0161,session_abandoned,2026-05-08T16:10:00Z,s_0161_01,{}
evt_000847,user_0193,return_visit,2026-05-09T00:00:00Z,s_0193_02,{}
evt_000848,user_0193,feature_used,2026-05-09T00:05:00Z,s_0193_02,"{""feature"":""board""}"
evt_000538,user_0127,return_visit,2026-05-09T06:00:00Z,s_0127_02,{}
evt_000539,user_0127,feature_used,2026-05-09T06:05:00Z,s_0127_02,"{""feature"":""board""}"
evt_000540,user_0127,invite_sent,2026-05-09T06:12:00Z,s_0127_02,{}
evt_000185,user_0044,signup_started,2026-05-09T13:00:00Z,s_0044_01,{}
evt_000186,user_0044,signup_completed,2026-05-09T13:07:00Z,s_0044_01,{}
evt_000187,user_0044,onboarding_step_viewed,2026-05-09T13:22:00Z,s_0044_01,"{""step"":1}"
evt_000188,user_0044,session_abandoned,2026-05-09T13:25:00Z,s_0044_01,{}
evt_000027,user_0008,signup_started,2026-05-09T15:00:00Z,s_0008_01,{}
evt_000496,user_0118,signup_started,2026-05-09T15:00:00Z,s_0118_01,{}
evt_000497,user_0118,session_abandoned,2026-05-09T15:03:00Z,s_0118_01,{}
evt_000028,user_0008,signup_completed,2026-05-09T15:06:00Z,s_0008_01,{}
evt_000029,user_0008,onboarding_step_viewed,2026-05-09T15:13:00Z,s_0008_01,"{""step"":1}"
evt_000030,user_0008,feature_used,2026-05-09T15:37:00Z,s_0008_01,"{""feature"":""board""}"
evt_000343,user_0078,return_visit,2026-05-09T19:00:00Z,s_0078_02,{}
evt_000678,user_0154,signup_started,2026-05-09T19:00:00Z,s_0154_01,{}
evt_000679,user_0154,session_abandoned,2026-05-09T19:05:00Z,s_0154_01,{}
evt_000236,user_0056,signup_started,2026-05-09T20:00:00Z,s_0056_01,{}
evt_000411,user_0094,signup_started,2026-05-09T20:00:00Z,s_0094_01,{}
evt_000237,user_0056,signup_completed,2026-05-09T20:05:00Z,s_0056_01,{}
evt_000412,user_0094,signup_completed,2026-05-09T20:07:00Z,s_0094_01,{}
evt_000238,user_0056,onboarding_step_viewed,2026-05-09T20:15:00Z,s_0056_01,"{""step"":1}"
evt_000413,user_0094,onboarding_step_viewed,2026-05-09T20:21:00Z,s_0094_01,"{""step"":1}"
evt_000414,user_0094,session_abandoned,2026-05-09T20:24:00Z,s_0094_01,{}
evt_000239,user_0056,feature_used,2026-05-09T20:32:00Z,s_0056_01,"{""feature"":""board""}"
evt_000240,user_0056,activation_completed,2026-05-09T20:43:00Z,s_0056_01,{}
evt_000929,user_0211,signup_started,2026-05-10T08:00:00Z,s_0211_01,{}
evt_000930,user_0211,signup_completed,2026-05-10T08:02:00Z,s_0211_01,{}
evt_000931,user_0211,onboarding_step_viewed,2026-05-10T08:11:00Z,s_0211_01,"{""step"":1}"
evt_000932,user_0211,session_abandoned,2026-05-10T08:14:00Z,s_0211_01,{}
evt_000074,user_0019,signup_started,2026-05-10T11:00:00Z,s_0019_01,{}
evt_000209,user_0050,signup_started,2026-05-10T11:00:00Z,s_0050_01,{}
evt_000075,user_0019,signup_completed,2026-05-10T11:02:00Z,s_0019_01,{}
evt_000210,user_0050,signup_completed,2026-05-10T11:06:00Z,s_0050_01,{}
evt_000076,user_0019,onboarding_step_viewed,2026-05-10T11:11:00Z,s_0019_01,"{""step"":1}"
evt_000077,user_0019,session_abandoned,2026-05-10T11:14:00Z,s_0019_01,{}
evt_000211,user_0050,onboarding_step_viewed,2026-05-10T11:15:00Z,s_0050_01,"{""step"":1}"
evt_000212,user_0050,feature_used,2026-05-10T11:23:00Z,s_0050_01,"{""feature"":""board""}"
evt_000618,user_0143,signup_started,2026-05-10T13:00:00Z,s_0143_01,{}
evt_000619,user_0143,signup_completed,2026-05-10T13:08:00Z,s_0143_01,{}
evt_000620,user_0143,onboarding_step_viewed,2026-05-10T13:12:00Z,s_0143_01,"{""step"":1}"
evt_000621,user_0143,error_shown,2026-05-10T13:13:00Z,s_0143_01,"{""code"":""onboarding_timeout""}"
evt_000622,user_0143,feature_used,2026-05-10T13:22:00Z,s_0143_01,"{""feature"":""board""}"
evt_000623,user_0143,activation_completed,2026-05-10T13:35:00Z,s_0143_01,{}
evt_000202,user_0048,signup_started,2026-05-10T16:00:00Z,s_0048_01,{}
evt_000203,user_0048,signup_completed,2026-05-10T16:07:00Z,s_0048_01,{}
evt_000204,user_0048,onboarding_step_viewed,2026-05-10T16:20:00Z,s_0048_01,"{""step"":1}"
evt_000205,user_0048,feature_used,2026-05-10T16:36:00Z,s_0048_01,"{""feature"":""board""}"
evt_000956,user_0218,signup_started,2026-05-10T17:00:00Z,s_0218_01,{}
evt_000957,user_0218,signup_completed,2026-05-10T17:06:00Z,s_0218_01,{}
evt_000958,user_0218,onboarding_step_viewed,2026-05-10T17:18:00Z,s_0218_01,"{""step"":1}"
evt_000959,user_0218,feature_used,2026-05-10T17:25:00Z,s_0218_01,"{""feature"":""board""}"
evt_000465,user_0109,signup_started,2026-05-10T18:00:00Z,s_0109_01,{}
evt_000516,user_0124,signup_started,2026-05-10T18:00:00Z,s_0124_01,{}
evt_000683,user_0156,signup_started,2026-05-10T18:00:00Z,s_0156_01,{}
evt_000466,user_0109,session_abandoned,2026-05-10T18:03:00Z,s_0109_01,{}
evt_000517,user_0124,signup_completed,2026-05-10T18:03:00Z,s_0124_01,{}
evt_000518,user_0124,onboarding_step_viewed,2026-05-10T18:05:00Z,s_0124_01,"{""step"":1}"
evt_000684,user_0156,signup_completed,2026-05-10T18:07:00Z,s_0156_01,{}
evt_000519,user_0124,feature_used,2026-05-10T18:11:00Z,s_0124_01,"{""feature"":""board""}"
evt_000685,user_0156,onboarding_step_viewed,2026-05-10T18:20:00Z,s_0156_01,"{""step"":1}"
evt_000520,user_0124,activation_completed,2026-05-10T18:30:00Z,s_0124_01,{}
evt_000686,user_0156,feature_used,2026-05-10T18:35:00Z,s_0156_01,"{""feature"":""board""}"
evt_000415,user_0095,signup_started,2026-05-10T19:00:00Z,s_0095_01,{}
evt_000416,user_0095,signup_completed,2026-05-10T19:08:00Z,s_0095_01,{}
evt_000417,user_0095,session_abandoned,2026-05-10T19:10:00Z,s_0095_01,{}
evt_000922,user_0209,signup_started,2026-05-10T20:00:00Z,s_0209_01,{}
evt_000923,user_0209,signup_completed,2026-05-10T20:04:00Z,s_0209_01,{}
evt_000924,user_0209,onboarding_step_viewed,2026-05-10T20:13:00Z,s_0209_01,"{""step"":1}"
evt_000925,user_0209,feature_used,2026-05-10T20:24:00Z,s_0209_01,"{""feature"":""board""}"
evt_000926,user_0209,activation_completed,2026-05-10T20:44:00Z,s_0209_01,{}
evt_000603,user_0140,return_visit,2026-05-11T00:00:00Z,s_0140_02,{}
evt_000604,user_0140,feature_used,2026-05-11T00:05:00Z,s_0140_02,"{""feature"":""board""}"
evt_000777,user_0177,signup_started,2026-05-11T09:00:00Z,s_0177_01,{}
evt_000778,user_0177,signup_completed,2026-05-11T09:05:00Z,s_0177_01,{}
evt_000779,user_0177,onboarding_step_viewed,2026-05-11T09:16:00Z,s_0177_01,"{""step"":1}"
evt_000780,user_0177,feature_used,2026-05-11T09:33:00Z,s_0177_01,"{""feature"":""board""}"
evt_000781,user_0177,activation_completed,2026-05-11T09:36:00Z,s_0177_01,{}
evt_000890,user_0201,signup_started,2026-05-11T10:00:00Z,s_0201_01,{}
