event_id,user_id,event_name,ts,session_id,insert_id,properties,release
evt_000102,u_0024,profile_saved,2026-06-15T10:51:00Z,u_0024_s01,ins_u_0024_003,{},v2.3.0-fixed
evt_000103,u_0681,signup_completed,2026-06-15T10:51:00Z,u_0681_s01,ins_u_0681_002,{},v2.3.0-fixed
evt_000104,u_0690,onboarding_step_viewed,2026-06-15T10:51:00Z,u_0690_s01,ins_u_0690_005,{},v2.3.0-fixed
evt_000105,u_0024,error_shown,2026-06-15T10:52:00Z,u_0024_s01,ins_u_0024_004,"{""code"": ""onboarding_timeout""}",v2.3.0-fixed
evt_000106,u_0365,feature_used,2026-06-15T10:52:00Z,u_0365_s01,ins_u_0365_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000107,u_0024,onboarding_step_viewed,2026-06-15T10:53:00Z,u_0024_s01,ins_u_0024_005,{},v2.3.0-fixed
evt_000108,u_0346,signup_started,2026-06-15T10:55:00Z,u_0346_s01,ins_u_0346_001,{},v2.3.0-fixed
evt_000109,u_0639,signup_started,2026-06-15T10:55:00Z,u_0639_s01,ins_u_0639_001,{},v2.3.0-fixed
evt_000110,u_0679,profile_saved,2026-06-15T10:55:00Z,u_0679_s01,ins_u_0679_003,{},v2.3.0-fixed
evt_000111,u_0221,profile_saved,2026-06-15T10:57:00Z,u_0221_s01,ins_u_0221_003,{},v2.3.0-fixed
evt_000112,u_0346,signup_completed,2026-06-15T10:59:00Z,u_0346_s01,ins_u_0346_002,{},v2.3.0-fixed
evt_000113,u_0679,onboarding_step_viewed,2026-06-15T10:59:00Z,u_0679_s01,ins_u_0679_004,{},v2.3.0-fixed
evt_000114,u_0253,activation_completed,2026-06-15T11:00:00Z,u_0253_s01,ins_u_0253_006,{},v2.3.0-fixed
evt_000115,u_0634,profile_saved,2026-06-15T11:00:00Z,u_0634_s01,ins_u_0634_003,{},v2.3.0-fixed
evt_000116,u_0681,profile_saved,2026-06-15T11:00:00Z,u_0681_s01,ins_u_0681_003,{},v2.3.0-fixed
evt_000117,u_0346,profile_saved,2026-06-15T11:01:00Z,u_0346_s01,ins_u_0346_003,{},v2.3.0-fixed
evt_000118,u_0639,signup_completed,2026-06-15T11:01:00Z,u_0639_s01,ins_u_0639_002,{},v2.3.0-fixed
evt_000119,u_0681,onboarding_step_viewed,2026-06-15T11:02:00Z,u_0681_s01,ins_u_0681_004,{},v2.3.0-fixed
evt_000120,u_0024,feature_used,2026-06-15T11:03:00Z,u_0024_s01,ins_u_0024_006,"{""feature"": ""board""}",v2.3.0-fixed
evt_000121,u_0221,onboarding_step_viewed,2026-06-15T11:03:00Z,u_0221_s01,ins_u_0221_004,{},v2.3.0-fixed
evt_000122,u_0634,onboarding_step_viewed,2026-06-15T11:03:00Z,u_0634_s01,ins_u_0634_004,{},v2.3.0-fixed
evt_000123,u_0395,signup_started,2026-06-15T11:06:00Z,u_0395_s01,ins_u_0395_001,{},v2.3.0-fixed
evt_000124,u_0639,profile_saved,2026-06-15T11:07:00Z,u_0639_s01,ins_u_0639_003,{},v2.3.0-fixed
evt_000125,u_0639,onboarding_step_viewed,2026-06-15T11:09:00Z,u_0639_s01,ins_u_0639_004,{},v2.3.0-fixed
evt_000126,u_0641,signup_started,2026-06-15T11:09:00Z,u_0641_s01,ins_u_0641_001,{},v2.3.0-fixed
evt_000127,u_0681,feature_used,2026-06-15T11:09:00Z,u_0681_s01,ins_u_0681_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000128,u_0679,feature_used,2026-06-15T11:10:00Z,u_0679_s01,ins_u_0679_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000129,u_0055,signup_started,2026-06-15T11:13:00Z,u_0055_s01,ins_u_0055_001,{},v2.3.0-fixed
evt_000130,u_0221,feature_used,2026-06-15T11:13:00Z,u_0221_s01,ins_u_0221_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000131,u_0395,signup_completed,2026-06-15T11:13:00Z,u_0395_s01,ins_u_0395_002,{},v2.3.0-fixed
evt_000132,u_0634,feature_used,2026-06-15T11:13:00Z,u_0634_s01,ins_u_0634_005,"{""feature"": ""board""}",v2.3.0-fixed
evt_000133,u_0365,onboarding_completed,2026-06-15T11:14:00Z,u_0365_s01,ins_u_0365_006,"{""completed_at"": ""2026-06-15T11:10:00Z""}",v2.3.0-fixed
evt_000134,u_0641,session_abandoned,2026-06-15T11:15:00Z,u_0641_s01,ins_u_0641_002,{},v2.3.0-fixed
evt_000135,u_0055,signup_completed,2026-06-15T11:19:00Z,u_0055_s01,ins_u_0055_002,{},v2.3.0-fixed
evt_000136,u_0024,onboarding_completed,2026-06-15T11:21:00Z,u_0024_s01,ins_u_0024_007,"{""completed_at"": ""2026-06-15T11:19:00Z""}",v2.3.0-fixed
evt_000137,u_0055,profile_saved,2026-06-15T11:21:00Z,u_0055_s01,ins_u_0055_003,{},v2.3.0-fixed
evt_000138,u_0395,session_abandoned,2026-06-15T11:22:00Z,u_0395_s01,ins_u_0395_003,{},v2.3.0-fixed
evt_000139,u_0033,signup_started,2026-06-15T11:23:00Z,u_0033_s01,ins_u_0033_001,{},v2.3.0-fixed
evt_000140,u_0055,onboarding_step_viewed,2026-06-15T11:23:00Z,u_0055_s01,ins_u_0055_004,{},v2.3.0-fixed
evt_000141,u_0634,onboarding_completed,2026-06-15T11:27:00Z,u_0634_s01,ins_u_0634_006,"{""completed_at"": ""2026-06-15T11:26:00Z""}",v2.3.0-fixed
evt_000142,u_0033,signup_completed,2026-06-15T11:29:00Z,u_0033_s01,ins_u_0033_002,{},v2.3.0-fixed
evt_000143,u_0221,onboarding_completed,2026-06-15T11:29:00Z,u_0221_s01,ins_u_0221_006,"{""completed_at"": ""2026-06-15T11:31:00Z""}",v2.3.0-fixed
evt_000144,u_0623,signup_started,2026-06-15T11:30:00Z,u_0623_s01,ins_u_0623_001,{},v2.3.0-fixed
evt_000145,u_0796,signup_started,2026-06-15T11:30:00Z,u_0796_s01,ins_u_0796_001,{},v2.3.0-fixed
evt_000146,u_0365,activation_completed,2026-06-15T11:31:00Z,u_0365_s01,ins_u_0365_007,{},v2.3.0-fixed
evt_000147,u_0681,onboarding_completed,2026-06-15T11:33:00Z,u_0681_s01,ins_u_0681_006,"{""completed_at"": ""2026-06-15T11:27:00Z""}",v2.3.0-fixed
evt_000148,u_0623,signup_completed,2026-06-15T11:35:00Z,u_0623_s01,ins_u_0623_002,{},v2.3.0-fixed
evt_000149,u_0679,onboarding_completed,2026-06-15T11:35:00Z,u_0679_s01,ins_u_0679_006,"{""completed_at"": ""2026-06-15T11:31:00Z""}",v2.3.0-fixed
evt_000150,u_0033,profile_saved,2026-06-15T11:38:00Z,u_0033_s01,ins_u_0033_003,{},v2.3.0-fixed
evt_000151,u_0796,session_abandoned,2026-06-15T11:38:00Z,u_0796_s01,ins_u_0796_002,{},v2.3.0-fixed
evt_000152,u_0055,feature_used,2026-06-15T11:39:00Z,u_0055_s01,ins_u_0055_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000153,u_0623,profile_saved,2026-06-15T11:40:00Z,u_0623_s01,ins_u_0623_003,{},v2.3.0-fixed
evt_000154,u_0639,onboarding_completed,2026-06-15T11:40:00Z,u_0639_s01,ins_u_0639_005,"{""completed_at"": ""2026-06-15T11:33:00Z""}",v2.3.0-fixed
evt_000155,u_0033,onboarding_step_viewed,2026-06-15T11:42:00Z,u_0033_s01,ins_u_0033_004,{},v2.3.0-fixed
evt_000156,u_0346,onboarding_completed,2026-06-15T11:43:00Z,u_0346_s01,ins_u_0346_004,"{""completed_at"": ""2026-06-15T11:32:00Z""}",v2.3.0-fixed
evt_000157,u_0623,onboarding_step_viewed,2026-06-15T11:43:00Z,u_0623_s01,ins_u_0623_004,{},v2.3.0-fixed
evt_000158,u_0645,signup_started,2026-06-15T11:49:00Z,u_0645_s01,ins_u_0645_001,{},v2.3.0-fixed
evt_000159,u_0623,feature_used,2026-06-15T11:50:00Z,u_0623_s01,ins_u_0623_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000160,u_0346,activation_completed,2026-06-15T11:52:00Z,u_0346_s01,ins_u_0346_005,{},v2.3.0-fixed
evt_000161,u_0024,activation_completed,2026-06-15T11:53:00Z,u_0024_s01,ins_u_0024_008,{},v2.3.0-fixed
evt_000162,u_0044,signup_started,2026-06-15T11:55:00Z,u_0044_s01,ins_u_0044_001,{},v2.3.0-fixed
evt_000163,u_0033,feature_used,2026-06-15T11:56:00Z,u_0033_s01,ins_u_0033_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000164,u_0645,signup_completed,2026-06-15T11:57:00Z,u_0645_s01,ins_u_0645_002,{},v2.3.0-fixed
evt_000165,u_0044,signup_completed,2026-06-15T11:58:00Z,u_0044_s01,ins_u_0044_002,{},v2.3.0-fixed
evt_000166,u_0194,signup_started,2026-06-15T12:00:00Z,u_0194_s01,ins_u_0194_001,{},v2.3.0-fixed
evt_000167,u_0645,profile_saved,2026-06-15T12:00:00Z,u_0645_s01,ins_u_0645_003,{},v2.3.0-fixed
evt_000168,u_0055,onboarding_completed,2026-06-15T12:01:00Z,u_0055_s01,ins_u_0055_006,"{""completed_at"": ""2026-06-15T11:54:00Z""}",v2.3.0-fixed
evt_000169,u_0194,signup_completed,2026-06-15T12:02:00Z,u_0194_s01,ins_u_0194_002,{},v2.3.0-fixed
evt_000170,u_0634,activation_completed,2026-06-15T12:02:00Z,u_0634_s01,ins_u_0634_007,{},v2.3.0-fixed
evt_000171,u_0044,profile_saved,2026-06-15T12:05:00Z,u_0044_s01,ins_u_0044_003,{},v2.3.0-fixed
evt_000172,u_0044,error_shown,2026-06-15T12:06:00Z,u_0044_s01,ins_u_0044_004,"{""code"": ""onboarding_timeout""}",v2.3.0-fixed
evt_000173,u_0645,onboarding_step_viewed,2026-06-15T12:06:00Z,u_0645_s01,ins_u_0645_004,{},v2.3.0-fixed
evt_000174,u_0623,onboarding_completed,2026-06-15T12:07:00Z,u_0623_s01,ins_u_0623_006,"{""completed_at"": ""2026-06-15T12:20:00Z""}",v2.3.0-fixed
evt_000175,u_0044,onboarding_step_viewed,2026-06-15T12:08:00Z,u_0044_s01,ins_u_0044_005,{},v2.3.0-fixed
evt_000176,u_0194,session_abandoned,2026-06-15T12:09:00Z,u_0194_s01,ins_u_0194_003,{},v2.3.0-fixed
evt_000177,u_0221,activation_completed,2026-06-15T12:12:00Z,u_0221_s01,ins_u_0221_007,{},v2.3.0-fixed
evt_000178,u_0645,feature_used,2026-06-15T12:12:00Z,u_0645_s01,ins_u_0645_005,"{""feature"": ""insights""}",v2.3.0-fixed
evt_000179,u_0639,activation_completed,2026-06-15T12:16:00Z,u_0639_s01,ins_u_0639_006,{},v2.3.0-fixed
evt_000180,u_0033,onboarding_completed,2026-06-15T12:17:00Z,u_0033_s01,ins_u_0033_006,"{""completed_at"": ""2026-06-15T12:08:00Z""}",v2.3.0-fixed
evt_000181,u_0800,signup_started,2026-06-15T12:17:00Z,u_0800_s01,ins_u_0800_001,{},v2.3.0-fixed
evt_000182,u_0725,signup_started,2026-06-15T12:18:00Z,u_0725_s01,ins_u_0725_001,{},v2.3.0-fixed
evt_000183,u_0725,signup_completed,2026-06-15T12:20:00Z,u_0725_s01,ins_u_0725_002,{},v2.3.0-fixed
evt_000184,u_0800,session_abandoned,2026-06-15T12:24:00Z,u_0800_s01,ins_u_0800_002,{},v2.3.0-fixed
evt_000185,u_0187,signup_started,2026-06-15T12:25:00Z,u_0187_s01,ins_u_0187_001,{},v2.3.0-fixed
evt_000186,u_0725,session_abandoned,2026-06-15T12:25:00Z,u_0725_s01,ins_u_0725_003,{},v2.3.0-fixed
evt_000187,u_0187,signup_completed,2026-06-15T12:28:00Z,u_0187_s01,ins_u_0187_002,{},v2.3.0-fixed
evt_000188,u_0412,signup_started,2026-06-15T12:28:00Z,u_0412_s01,ins_u_0412_001,{},v2.3.0-fixed
evt_000189,u_0288,signup_started,2026-06-15T12:29:00Z,u_0288_s01,ins_u_0288_001,{},v2.3.0-fixed
evt_000190,u_0563,signup_started,2026-06-15T12:29:00Z,u_0563_s01,ins_u_0563_001,{},v2.3.0-fixed
evt_000191,u_0645,onboarding_completed,2026-06-15T12:30:00Z,u_0645_s01,ins_u_0645_006,"{""completed_at"": ""2026-06-15T12:27:00Z""}",v2.3.0-fixed
evt_000192,u_0288,signup_completed,2026-06-15T12:33:00Z,u_0288_s01,ins_u_0288_002,{},v2.3.0-fixed
evt_000193,u_0187,profile_saved,2026-06-15T12:34:00Z,u_0187_s01,ins_u_0187_003,{},v2.3.0-fixed
evt_000194,u_0774,signup_started,2026-06-15T12:34:00Z,u_0774_s01,ins_u_0774_001,{},v2.3.0-fixed
evt_000195,u_0563,session_abandoned,2026-06-15T12:35:00Z,u_0563_s01,ins_u_0563_002,{},v2.3.0-fixed
evt_000196,u_0412,signup_completed,2026-06-15T12:36:00Z,u_0412_s01,ins_u_0412_002,{},v2.3.0-fixed
evt_000197,u_0187,onboarding_step_viewed,2026-06-15T12:37:00Z,u_0187_s01,ins_u_0187_004,{},v2.3.0-fixed
evt_000198,u_0288,session_abandoned,2026-06-15T12:40:00Z,u_0288_s01,ins_u_0288_003,{},v2.3.0-fixed
evt_000199,u_0308,signup_started,2026-06-15T12:41:00Z,u_0308_s01,ins_u_0308_001,{},v2.3.0-fixed
evt_000200,u_0774,signup_completed,2026-06-15T12:41:00Z,u_0774_s01,ins_u_0774_002,{},v2.3.0-fixed
evt_000201,u_0414,signup_started,2026-06-15T12:42:00Z,u_0414_s01,ins_u_0414_001,{},v2.3.0-fixed
evt_000202,u_0044,onboarding_completed,2026-06-15T12:44:00Z,u_0044_s01,ins_u_0044_006,"{""completed_at"": ""2026-06-15T12:33:00Z""}",v2.3.0-fixed
evt_000203,u_0412,profile_saved,2026-06-15T12:46:00Z,u_0412_s01,ins_u_0412_003,{},v2.3.0-fixed
evt_000204,u_0414,signup_completed,2026-06-15T12:46:00Z,u_0414_s01,ins_u_0414_002,{},v2.3.0-fixed
evt_000205,u_0308,signup_completed,2026-06-15T12:48:00Z,u_0308_s01,ins_u_0308_002,{},v2.3.0-fixed
evt_000206,u_0623,activation_completed,2026-06-15T12:48:00Z,u_0623_s01,ins_u_0623_007,{},v2.3.0-fixed
