event_id,user_id,event_name,ts,session_id,insert_id,properties,release
evt_000059,u_0709,onboarding_completed,2026-06-01T10:07:00Z,u_0709_s01,ins_u_0709_005,"{""completed_at"": ""2026-06-01T10:04:00Z""}",v2.2.0-healthy
evt_000060,u_0776,profile_saved,2026-06-01T10:07:00Z,u_0776_s01,ins_u_0776_003,{},v2.2.0-healthy
evt_000061,u_0706,signup_completed,2026-06-01T10:08:00Z,u_0706_s01,ins_u_0706_002,{},v2.2.0-healthy
evt_000062,u_0727,signup_started,2026-06-01T10:09:00Z,u_0727_s01,ins_u_0727_001,{},v2.2.0-healthy
evt_000063,u_0706,profile_saved,2026-06-01T10:11:00Z,u_0706_s01,ins_u_0706_003,{},v2.2.0-healthy
evt_000064,u_0006,profile_saved,2026-06-01T10:13:00Z,u_0006_s01,ins_u_0006_003,{},v2.2.0-healthy
evt_000065,u_0727,session_abandoned,2026-06-01T10:13:00Z,u_0727_s01,ins_u_0727_002,{},v2.2.0-healthy
evt_000066,u_0776,onboarding_step_viewed,2026-06-01T10:13:00Z,u_0776_s01,ins_u_0776_004,{},v2.2.0-healthy
evt_000067,u_0428,onboarding_completed,2026-06-01T10:14:00Z,u_0428_s01,ins_u_0428_005,"{""completed_at"": ""2026-06-01T10:17:00Z""}",v2.2.0-healthy
evt_000068,u_0680,onboarding_completed,2026-06-01T10:14:00Z,u_0680_s01,ins_u_0680_005,"{""completed_at"": ""2026-06-01T10:15:00Z""}",v2.2.0-healthy
evt_000069,u_0706,onboarding_step_viewed,2026-06-01T10:15:00Z,u_0706_s01,ins_u_0706_004,{},v2.2.0-healthy
evt_000070,u_0006,onboarding_step_viewed,2026-06-01T10:17:00Z,u_0006_s01,ins_u_0006_004,{},v2.2.0-healthy
evt_000071,u_0776,feature_used,2026-06-01T10:21:00Z,u_0776_s01,ins_u_0776_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000072,u_0084,signup_started,2026-06-01T10:22:00Z,u_0084_s01,ins_u_0084_001,{},v2.2.0-healthy
evt_000073,u_0428,activation_completed,2026-06-01T10:23:00Z,u_0428_s01,ins_u_0428_006,{},v2.2.0-healthy
evt_000074,u_0634,feature_used,2026-06-01T10:25:00Z,u_0634_s01,ins_u_0634_004,"{""feature"": ""board""}",v2.2.0-healthy
evt_000075,u_0084,signup_completed,2026-06-01T10:30:00Z,u_0084_s01,ins_u_0084_002,{},v2.2.0-healthy
evt_000076,u_0383,onboarding_completed,2026-06-01T10:30:00Z,u_0383_s01,ins_u_0383_005,"{""completed_at"": ""2026-06-01T10:29:00Z""}",v2.2.0-healthy
evt_000077,u_0015,activation_completed,2026-06-01T10:34:00Z,u_0015_s01,ins_u_0015_005,{},v2.2.0-healthy
evt_000078,u_0706,onboarding_completed,2026-06-01T10:37:00Z,u_0706_s01,ins_u_0706_005,"{""completed_at"": ""2026-06-01T10:50:00Z""}",v2.2.0-healthy
evt_000079,u_0052,signup_started,2026-06-01T10:39:00Z,u_0052_s01,ins_u_0052_001,{},v2.2.0-healthy
evt_000080,u_0084,profile_saved,2026-06-01T10:40:00Z,u_0084_s01,ins_u_0084_003,{},v2.2.0-healthy
evt_000081,u_0634,onboarding_completed,2026-06-01T10:40:00Z,u_0634_s01,ins_u_0634_005,"{""completed_at"": ""2026-06-01T10:36:00Z""}",v2.2.0-healthy
evt_000082,u_0052,signup_completed,2026-06-01T10:43:00Z,u_0052_s01,ins_u_0052_002,{},v2.2.0-healthy
evt_000083,u_0084,onboarding_step_viewed,2026-06-01T10:43:00Z,u_0084_s01,ins_u_0084_004,{},v2.2.0-healthy
evt_000084,u_0052,profile_saved,2026-06-01T10:45:00Z,u_0052_s01,ins_u_0052_003,{},v2.2.0-healthy
evt_000085,u_0052,onboarding_step_viewed,2026-06-01T10:48:00Z,u_0052_s01,ins_u_0052_004,{},v2.2.0-healthy
evt_000086,u_0138,signup_started,2026-06-01T10:49:00Z,u_0138_s01,ins_u_0138_001,{},v2.2.0-healthy
evt_000087,u_0776,onboarding_completed,2026-06-01T10:50:00Z,u_0776_s01,ins_u_0776_006,"{""completed_at"": ""2026-06-01T10:38:00Z""}",v2.2.0-healthy
evt_000088,u_0006,onboarding_completed,2026-06-01T10:51:00Z,u_0006_s01,ins_u_0006_005,"{""completed_at"": ""2026-06-01T10:47:00Z""}",v2.2.0-healthy
evt_000089,u_0383,activation_completed,2026-06-01T10:55:00Z,u_0383_s01,ins_u_0383_006,{},v2.2.0-healthy
evt_000090,u_0670,signup_started,2026-06-01T10:55:00Z,u_0670_s01,ins_u_0670_001,{},v2.2.0-healthy
evt_000091,u_0110,signup_started,2026-06-01T10:56:00Z,u_0110_s01,ins_u_0110_001,{},v2.2.0-healthy
evt_000092,u_0052,feature_used,2026-06-01T10:57:00Z,u_0052_s01,ins_u_0052_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000093,u_0084,feature_used,2026-06-01T10:57:00Z,u_0084_s01,ins_u_0084_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000094,u_0138,signup_completed,2026-06-01T10:57:00Z,u_0138_s01,ins_u_0138_002,{},v2.2.0-healthy
evt_000095,u_0170,signup_started,2026-06-01T10:59:00Z,u_0170_s01,ins_u_0170_001,{},v2.2.0-healthy
evt_000096,u_0706,activation_completed,2026-06-01T11:01:00Z,u_0706_s01,ins_u_0706_006,{},v2.2.0-healthy
evt_000097,u_0138,profile_saved,2026-06-01T11:02:00Z,u_0138_s01,ins_u_0138_003,{},v2.2.0-healthy
evt_000098,u_0670,signup_completed,2026-06-01T11:03:00Z,u_0670_s01,ins_u_0670_002,{},v2.2.0-healthy
evt_000099,u_0110,signup_completed,2026-06-01T11:04:00Z,u_0110_s01,ins_u_0110_002,{},v2.2.0-healthy
evt_000100,u_0670,profile_saved,2026-06-01T11:05:00Z,u_0670_s01,ins_u_0670_003,{},v2.2.0-healthy
evt_000101,u_0674,signup_started,2026-06-01T11:05:00Z,u_0674_s01,ins_u_0674_001,{},v2.2.0-healthy
evt_000102,u_0170,signup_completed,2026-06-01T11:06:00Z,u_0170_s01,ins_u_0170_002,{},v2.2.0-healthy
evt_000103,u_0610,signup_started,2026-06-01T11:06:00Z,u_0610_s01,ins_u_0610_001,{},v2.2.0-healthy
evt_000104,u_0634,activation_completed,2026-06-01T11:06:00Z,u_0634_s01,ins_u_0634_006,{},v2.2.0-healthy
evt_000105,u_0670,error_shown,2026-06-01T11:06:00Z,u_0670_s01,ins_u_0670_004,"{""code"": ""onboarding_timeout""}",v2.2.0-healthy
evt_000106,u_0138,onboarding_step_viewed,2026-06-01T11:07:00Z,u_0138_s01,ins_u_0138_004,{},v2.2.0-healthy
evt_000107,u_0674,signup_completed,2026-06-01T11:07:00Z,u_0674_s01,ins_u_0674_002,{},v2.2.0-healthy
evt_000108,u_0610,session_abandoned,2026-06-01T11:09:00Z,u_0610_s01,ins_u_0610_002,{},v2.2.0-healthy
evt_000109,u_0674,profile_saved,2026-06-01T11:10:00Z,u_0674_s01,ins_u_0674_003,{},v2.2.0-healthy
evt_000110,u_0776,activation_completed,2026-06-01T11:10:00Z,u_0776_s01,ins_u_0776_007,{},v2.2.0-healthy
evt_000111,u_0110,profile_saved,2026-06-01T11:11:00Z,u_0110_s01,ins_u_0110_003,{},v2.2.0-healthy
evt_000112,u_0522,signup_started,2026-06-01T11:13:00Z,u_0522_s01,ins_u_0522_001,{},v2.2.0-healthy
evt_000113,u_0170,profile_saved,2026-06-01T11:14:00Z,u_0170_s01,ins_u_0170_003,{},v2.2.0-healthy
evt_000114,u_0006,activation_completed,2026-06-01T11:16:00Z,u_0006_s01,ins_u_0006_006,{},v2.2.0-healthy
evt_000115,u_0262,signup_started,2026-06-01T11:16:00Z,u_0262_s01,ins_u_0262_001,{},v2.2.0-healthy
evt_000116,u_0484,signup_started,2026-06-01T11:16:00Z,u_0484_s01,ins_u_0484_001,{},v2.2.0-healthy
evt_000117,u_0674,onboarding_step_viewed,2026-06-01T11:16:00Z,u_0674_s01,ins_u_0674_004,{},v2.2.0-healthy
evt_000118,u_0110,onboarding_step_viewed,2026-06-01T11:17:00Z,u_0110_s01,ins_u_0110_004,{},v2.2.0-healthy
evt_000119,u_0052,onboarding_completed,2026-06-01T11:18:00Z,u_0052_s01,ins_u_0052_006,"{""completed_at"": ""2026-06-01T11:23:00Z""}",v2.2.0-healthy
evt_000120,u_0484,signup_completed,2026-06-01T11:18:00Z,u_0484_s01,ins_u_0484_002,{},v2.2.0-healthy
evt_000121,u_0170,onboarding_step_viewed,2026-06-01T11:19:00Z,u_0170_s01,ins_u_0170_004,{},v2.2.0-healthy
evt_000122,u_0484,profile_saved,2026-06-01T11:20:00Z,u_0484_s01,ins_u_0484_003,{},v2.2.0-healthy
evt_000123,u_0084,onboarding_completed,2026-06-01T11:21:00Z,u_0084_s01,ins_u_0084_006,"{""completed_at"": ""2026-06-01T11:13:00Z""}",v2.2.0-healthy
evt_000124,u_0522,session_abandoned,2026-06-01T11:21:00Z,u_0522_s01,ins_u_0522_002,{},v2.2.0-healthy
evt_000125,u_0533,signup_started,2026-06-01T11:22:00Z,u_0533_s01,ins_u_0533_001,{},v2.2.0-healthy
evt_000126,u_0262,signup_completed,2026-06-01T11:24:00Z,u_0262_s01,ins_u_0262_002,{},v2.2.0-healthy
evt_000127,u_0484,onboarding_step_viewed,2026-06-01T11:24:00Z,u_0484_s01,ins_u_0484_004,{},v2.2.0-healthy
evt_000128,u_0780,signup_started,2026-06-01T11:24:00Z,u_0780_s01,ins_u_0780_001,{},v2.2.0-healthy
evt_000129,u_0014,signup_started,2026-06-01T11:25:00Z,u_0014_s01,ins_u_0014_001,{},v2.2.0-healthy
evt_000130,u_0014,signup_completed,2026-06-01T11:27:00Z,u_0014_s01,ins_u_0014_002,{},v2.2.0-healthy
evt_000131,u_0533,signup_completed,2026-06-01T11:28:00Z,u_0533_s01,ins_u_0533_002,{},v2.2.0-healthy
evt_000132,u_0780,signup_completed,2026-06-01T11:30:00Z,u_0780_s01,ins_u_0780_002,{},v2.2.0-healthy
evt_000133,u_0674,feature_used,2026-06-01T11:31:00Z,u_0674_s01,ins_u_0674_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000134,u_0533,session_abandoned,2026-06-01T11:32:00Z,u_0533_s01,ins_u_0533_003,{},v2.2.0-healthy
evt_000135,u_0138,onboarding_completed,2026-06-01T11:33:00Z,u_0138_s01,ins_u_0138_005,"{""completed_at"": ""2026-06-01T11:36:00Z""}",v2.2.0-healthy
evt_000136,u_0262,profile_saved,2026-06-01T11:34:00Z,u_0262_s01,ins_u_0262_003,{},v2.2.0-healthy
evt_000137,u_0484,feature_used,2026-06-01T11:36:00Z,u_0484_s01,ins_u_0484_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000138,u_0780,session_abandoned,2026-06-01T11:36:00Z,u_0780_s01,ins_u_0780_003,{},v2.2.0-healthy
evt_000139,u_0014,profile_saved,2026-06-01T11:37:00Z,u_0014_s01,ins_u_0014_003,{},v2.2.0-healthy
evt_000140,u_0262,onboarding_step_viewed,2026-06-01T11:39:00Z,u_0262_s01,ins_u_0262_004,{},v2.2.0-healthy
evt_000141,u_0674,onboarding_completed,2026-06-01T11:39:00Z,u_0674_s01,ins_u_0674_006,"{""completed_at"": ""2026-06-01T11:50:00Z""}",v2.2.0-healthy
evt_000142,u_0014,onboarding_step_viewed,2026-06-01T11:42:00Z,u_0014_s01,ins_u_0014_004,{},v2.2.0-healthy
evt_000143,u_0670,onboarding_completed,2026-06-01T11:43:00Z,u_0670_s01,ins_u_0670_005,"{""completed_at"": ""2026-06-01T11:32:00Z""}",v2.2.0-healthy
evt_000144,u_0664,signup_started,2026-06-01T11:47:00Z,u_0664_s01,ins_u_0664_001,{},v2.2.0-healthy
evt_000145,u_0170,onboarding_completed,2026-06-01T11:48:00Z,u_0170_s01,ins_u_0170_005,"{""completed_at"": ""2026-06-01T11:44:00Z""}",v2.2.0-healthy
evt_000146,u_0074,signup_started,2026-06-01T11:50:00Z,u_0074_s01,ins_u_0074_001,{},v2.2.0-healthy
evt_000147,u_0074,session_abandoned,2026-06-01T11:52:00Z,u_0074_s01,ins_u_0074_002,{},v2.2.0-healthy
evt_000148,u_0664,session_abandoned,2026-06-01T11:52:00Z,u_0664_s01,ins_u_0664_002,{},v2.2.0-healthy
evt_000149,u_0262,feature_used,2026-06-01T11:53:00Z,u_0262_s01,ins_u_0262_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000150,u_0084,activation_completed,2026-06-01T11:55:00Z,u_0084_s01,ins_u_0084_007,{},v2.2.0-healthy
evt_000151,u_0014,feature_used,2026-06-01T12:01:00Z,u_0014_s01,ins_u_0014_005,"{""feature"": ""board""}",v2.2.0-healthy
evt_000152,u_0112,signup_started,2026-06-01T12:02:00Z,u_0112_s01,ins_u_0112_001,{},v2.2.0-healthy
evt_000153,u_0262,onboarding_completed,2026-06-01T12:03:00Z,u_0262_s01,ins_u_0262_006,"{""completed_at"": ""2026-06-01T12:00:00Z""}",v2.2.0-healthy
evt_000154,u_0052,activation_completed,2026-06-01T12:04:00Z,u_0052_s01,ins_u_0052_007,{},v2.2.0-healthy
evt_000155,u_0484,onboarding_completed,2026-06-01T12:05:00Z,u_0484_s01,ins_u_0484_006,"{""completed_at"": ""2026-06-01T11:53:00Z""}",v2.2.0-healthy
evt_000156,u_0112,signup_completed,2026-06-01T12:10:00Z,u_0112_s01,ins_u_0112_002,{},v2.2.0-healthy
evt_000157,u_0014,onboarding_completed,2026-06-01T12:11:00Z,u_0014_s01,ins_u_0014_006,"{""completed_at"": ""2026-06-01T12:11:00Z""}",v2.2.0-healthy
evt_000158,u_0112,profile_saved,2026-06-01T12:12:00Z,u_0112_s01,ins_u_0112_003,{},v2.2.0-healthy
evt_000159,u_0661,signup_started,2026-06-01T12:12:00Z,u_0661_s01,ins_u_0661_001,{},v2.2.0-healthy
evt_000160,u_0112,error_shown,2026-06-01T12:13:00Z,u_0112_s01,ins_u_0112_004,"{""code"": ""onboarding_timeout""}",v2.2.0-healthy
evt_000161,u_0702,signup_started,2026-06-01T12:14:00Z,u_0702_s01,ins_u_0702_001,{},v2.2.0-healthy
evt_000162,u_0112,onboarding_step_viewed,2026-06-01T12:15:00Z,u_0112_s01,ins_u_0112_005,{},v2.2.0-healthy
evt_000163,u_0298,signup_started,2026-06-01T12:16:00Z,u_0298_s01,ins_u_0298_001,{},v2.2.0-healthy
evt_000164,u_0515,signup_started,2026-06-01T12:16:00Z,u_0515_s01,ins_u_0515_001,{},v2.2.0-healthy
evt_000165,u_0661,signup_completed,2026-06-01T12:16:00Z,u_0661_s01,ins_u_0661_002,{},v2.2.0-healthy
evt_000166,u_0702,signup_completed,2026-06-01T12:17:00Z,u_0702_s01,ins_u_0702_002,{},v2.2.0-healthy
evt_000167,u_0114,signup_started,2026-06-01T12:19:00Z,u_0114_s01,ins_u_0114_001,{},v2.2.0-healthy
evt_000168,u_0170,activation_completed,2026-06-01T12:19:00Z,u_0170_s01,ins_u_0170_006,{},v2.2.0-healthy
evt_000169,u_0298,signup_completed,2026-06-01T12:20:00Z,u_0298_s01,ins_u_0298_002,{},v2.2.0-healthy
evt_000170,u_0114,signup_completed,2026-06-01T12:21:00Z,u_0114_s01,ins_u_0114_002,{},v2.2.0-healthy
evt_000171,u_0110,activation_completed,2026-06-01T12:22:00Z,u_0110_s01,ins_u_0110_005,{},v2.2.0-healthy
evt_000172,u_0515,signup_completed,2026-06-01T12:22:00Z,u_0515_s01,ins_u_0515_002,{},v2.2.0-healthy
evt_000173,u_0661,profile_saved,2026-06-01T12:24:00Z,u_0661_s01,ins_u_0661_003,{},v2.2.0-healthy
evt_000174,u_0702,profile_saved,2026-06-01T12:24:00Z,u_0702_s01,ins_u_0702_003,{},v2.2.0-healthy
evt_000175,u_0298,session_abandoned,2026-06-01T12:26:00Z,u_0298_s01,ins_u_0298_003,{},v2.2.0-healthy
evt_000176,u_0702,onboarding_step_viewed,2026-06-01T12:27:00Z,u_0702_s01,ins_u_0702_004,{},v2.2.0-healthy
evt_000177,u_0114,session_abandoned,2026-06-01T12:28:00Z,u_0114_s01,ins_u_0114_003,{},v2.2.0-healthy
evt_000178,u_0661,onboarding_step_viewed,2026-06-01T12:28:00Z,u_0661_s01,ins_u_0661_004,{},v2.2.0-healthy
evt_000179,u_0623,signup_started,2026-06-01T12:31:00Z,u_0623_s01,ins_u_0623_001,{},v2.2.0-healthy
evt_000180,u_0112,feature_used,2026-06-01T12:32:00Z,u_0112_s01,ins_u_0112_006,"{""feature"": ""board""}",v2.2.0-healthy
evt_000181,u_0515,profile_saved,2026-06-01T12:32:00Z,u_0515_s01,ins_u_0515_003,{},v2.2.0-healthy
evt_000182,u_0356,signup_started,2026-06-01T12:35:00Z,u_0356_s01,ins_u_0356_001,{},v2.2.0-healthy
evt_000183,u_0623,signup_completed,2026-06-01T12:37:00Z,u_0623_s01,ins_u_0623_002,{},v2.2.0-healthy
evt_000184,u_0356,signup_completed,2026-06-01T12:38:00Z,u_0356_s01,ins_u_0356_002,{},v2.2.0-healthy
evt_000185,u_0356,profile_saved,2026-06-01T12:43:00Z,u_0356_s01,ins_u_0356_003,{},v2.2.0-healthy
evt_000186,u_0262,activation_completed,2026-06-01T12:44:00Z,u_0262_s01,ins_u_0262_007,{},v2.2.0-healthy
evt_000187,u_0112,onboarding_completed,2026-06-01T12:45:00Z,u_0112_s01,ins_u_0112_007,"{""completed_at"": ""2026-06-01T12:47:00Z""}",v2.2.0-healthy
evt_000188,u_0356,onboarding_step_viewed,2026-06-01T12:46:00Z,u_0356_s01,ins_u_0356_004,{},v2.2.0-healthy
evt_000189,u_0623,profile_saved,2026-06-01T12:46:00Z,u_0623_s01,ins_u_0623_003,{},v2.2.0-healthy
evt_000190,u_0650,signup_started,2026-06-01T12:47:00Z,u_0650_s01,ins_u_0650_001,{},v2.2.0-healthy
evt_000191,u_0623,onboarding_step_viewed,2026-06-01T12:48:00Z,u_0623_s01,ins_u_0623_004,{},v2.2.0-healthy
evt_000192,u_0198,signup_started,2026-06-01T12:50:00Z,u_0198_s01,ins_u_0198_001,{},v2.2.0-healthy
evt_000193,u_0702,onboarding_completed,2026-06-01T12:52:00Z,u_0702_s01,ins_u_0702_005,"{""completed_at"": ""2026-06-01T13:00:00Z""}",v2.2.0-healthy
evt_000194,u_0650,signup_completed,2026-06-01T12:53:00Z,u_0650_s01,ins_u_0650_002,{},v2.2.0-healthy
evt_000195,u_0028,signup_started,2026-06-01T12:55:00Z,u_0028_s01,ins_u_0028_001,{},v2.2.0-healthy
evt_000196,u_0198,signup_completed,2026-06-01T12:55:00Z,u_0198_s01,ins_u_0198_002,{},v2.2.0-healthy
evt_000197,u_0625,signup_started,2026-06-01T12:58:00Z,u_0625_s01,ins_u_0625_001,{},v2.2.0-healthy
evt_000198,u_0028,signup_completed,2026-06-01T13:00:00Z,u_0028_s01,ins_u_0028_002,{},v2.2.0-healthy
evt_000199,u_0198,session_abandoned,2026-06-01T13:00:00Z,u_0198_s01,ins_u_0198_003,{},v2.2.0-healthy
evt_000200,u_0650,profile_saved,2026-06-01T13:00:00Z,u_0650_s01,ins_u_0650_003,{},v2.2.0-healthy
evt_000201,u_0661,onboarding_completed,2026-06-01T13:01:00Z,u_0661_s01,ins_u_0661_005,"{""completed_at"": ""2026-06-01T12:58:00Z""}",v2.2.0-healthy
evt_000202,u_0625,session_abandoned,2026-06-01T13:02:00Z,u_0625_s01,ins_u_0625_002,{},v2.2.0-healthy
evt_000203,u_0028,session_abandoned,2026-06-01T13:04:00Z,u_0028_s01,ins_u_0028_003,{},v2.2.0-healthy
evt_000204,u_0603,signup_started,2026-06-01T13:05:00Z,u_0603_s01,ins_u_0603_001,{},v2.2.0-healthy
evt_000205,u_0650,onboarding_step_viewed,2026-06-01T13:05:00Z,u_0650_s01,ins_u_0650_004,{},v2.2.0-healthy
evt_000206,u_0603,signup_completed,2026-06-01T13:06:00Z,u_0603_s01,ins_u_0603_002,{},v2.2.0-healthy
evt_000207,u_0045,signup_started,2026-06-01T13:07:00Z,u_0045_s01,ins_u_0045_001,{},v2.2.0-healthy
